procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0   5616 63818416 236940 347404    0    0     0     0 3016 2403  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0   5616 63818416 236940 347404    0    0     0     0 3006 2396  3  0 97  0  0	
 1  0   5616 63818408 236940 347408    0    0     0     0 3020 2404  3  0 97  0  0	
 2  0   5616 63818400 236940 347412    0    0     0     0 3009 2400  3  0 97  0  0	
 1  0   5616 63818400 236940 347416    0    0     0     0 3036 2443  3  0 97  0  0	
 1  0   5616 63818400 236940 347420    0    0     0     2 3187 2749  3  0 97  0  0	
 1  0   5616 63818400 236940 347420    0    0     0     0 3040 2464  3  0 97  0  0	
 1  0   5616 63818424 236940 347424    0    0     0     6 3100 2557  3  0 96  0  0	
 1  0   5616 63818408 236940 347428    0    0     0     4 3021 2437  3  0 97  0  0	
 1  0   5616 63818416 236940 347428    0    0     0     0 3229 2852  3  0 97  0  0	
 1  0   5616 63818416 236940 347436    0    0     0     0 3090 2568  3  0 97  0  0	
 2  0   5616 63818416 236940 347444    0    0     0     0 3055 2504  3  0 97  0  0	
 1  0   5616 63818416 236940 347444    0    0     0     0 3086 2518  3  0 97  0  0	
 1  0   5616 63818408 236940 347444    0    0     0     0 3026 2444  3  0 97  0  0	
 1  0   5616 63818408 236940 347448    0    0     0     0 3098 2568  3  0 97  0  0	
 1  0   5616 63818408 236940 347452    0    0     0     8 3220 2824  3  0 96  0  0	
 1  0   5616 63818408 236940 347452    0    0     0     0 3085 2532  3  0 97  0  0	
 1  0   5616 63818416 236940 347456    0    0     0     0 3145 2679  3  0 97  0  0	
 1  0   5616 63818400 236940 347464    0    0     0     0 3097 2581  3  0 97  0  0	
 2  0   5616 63818400 236940 347464    0    0     0     0 3096 2562  3  0 97  0  0	
 1  0   5616 63818408 236940 347468    0    0     0     0 3105 2587  3  0 97  0  0	
 1  0   5616 63818408 236940 347468    0    0     0     0 3145 2667  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0   5616 63818284 236940 347472    0    0     0     0 3061 2492  3  0 97  0  0	
 1  0   5616 63818276 236940 347476    0    0     0     8 3066 2522  3  0 96  0  0	
 1  0   5616 63818268 236940 347476    0    0     0     0 3036 2448  3  0 97  0  0	
 1  0   5616 63818276 236940 347484    0    0     0     0 3012 2401  3  0 97  0  0	
 1  0   5616 63818284 236940 347484    0    0     0     0 3028 2439  3  0 97  0  0	
 2  0   5616 63818300 236940 347488    0    0     0     0 3040 2443  3  0 97  0  0	
 1  0   5616 63818292 236940 347488    0    0     0     0 3112 2617  3  0 97  0  0	
 1  0   5616 63818292 236940 347496    0    0     0    10 3203 2768  3  0 96  0  0	
 1  0   5616 63818292 236940 347500    0    0     0     0 3181 2717  3  0 97  0  0	
 2  0   5616 63818292 236940 347504    0    0     0     0 3012 2407  3  0 97  0  0	
 1  0   5616 63818276 236940 347508    0    0     0     0 3036 2433  3  0 97  0  0	
 1  0   5616 63818276 236940 347508    0    0     0     4 3076 2538  3  0 97  0  0	
 1  0   5616 63818276 236940 347512    0    0     0     0 3041 2455  3  0 97  0  0	
 2  0   5616 63818276 236940 347516    0    0     0     0 3027 2409  3  0 97  0  0	
 1  0   5616 63818276 236940 347516    0    0     0     0 3010 2400  3  0 97  0  0	
 1  0   5616 63818408 236940 347520    0    0     0     0 3046 2441  3  0 97  0  0	
 1  0   5616 63818152 236940 347524    0    0     0     0 3174 2720  3  0 97  0  0	
 1  0   5616 63818164 236940 347532    0    0     0     0 3009 2404  3  0 97  0  0	
 2  0   5616 63818164 236940 347532    0    0     0     8 3031 2443  3  0 97  0  0	
 1  0   5616 63818040 236940 347536    0    0     0     0 3007 2398  3  0 97  0  0	
 1  0   5616 63818164 236940 347540    0    0     0     0 3020 2411  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0   5616 63818164 236940 347540    0    0     0     0 3006 2403  3  0 97  0  0	
 1  0   5616 63818164 236940 347544    0    0     0     0 3009 2406  3  0 97  0  0	
 1  0   5616 63818164 236940 347552    0    0     0     2 3020 2405  3  0 97  0  0	
 1  0   5616 63818032 236940 347552    0    0     0     0 3024 2432  3  0 97  0  0	
 1  0   5616 63818024 236940 347556    0    0     0     0 3022 2412  3  0 97  0  0	
 2  0   5616 63818032 236940 347556    0    0     0     6 3009 2407  3  0 97  0  0	
 1  0   5616 63818032 236940 347560    0    0     0     0 3038 2441  3  0 97  0  0	
 1  0   5616 63818040 236940 347564    0    0     0     0 3078 2535  3  0 97  0  0	
 1  0   5616 63818048 236940 347564    0    0     0     0 3039 2458  3  0 97  0  0	
 1  0   5616 63818048 236940 347572    0    0     0     0 3141 2650  3  0 97  0  0	
 1  0   5616 63818040 236940 347572    0    0     0     0 3256 2897  3  0 97  0  0	
 1  0   5616 63818032 236940 347576    0    0     0     0 3016 2401  3  0 97  0  0	
 1  0   5616 63818032 236940 347576    0    0     0     0 3011 2409  3  0 97  0  0	
 2  0   5616 63818040 236940 347580    0    0     0     8 3013 2412  3  0 97  0  0	
 1  0   5616 63818056 236940 347584    0    0     0     0 3045 2466  3  0 97  0  0	
 1  0   5616 63818048 236940 347588    0    0     0     0 3061 2475  3  0 97  0  0	
 1  0   5616 63818048 236940 347592    0    0     0     6 3012 2408  3  0 97  0  0	
 1  0   5616 63818048 236940 347592    0    0     0     0 3062 2485  3  0 97  0  0	
 1  0   5616 63818052 236940 347596    0    0     0     0 3014 2417  3  0 97  0  0	
