procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0  12848 62852992 231632 793760    0    0     0    16 3837 4070  3  0 96  1  0	
 1  0  12848 62852992 231632 793760    0    0     0     0 3228 2894  3  0 97  0  0	
 1  0  12848 62852992 231632 793768    0    0     0     0 2972 2371  3  0 97  0  0	
 2  0  12848 62852992 231632 793768    0    0     0     0 2992 2403  3  0 97  0  0	
 1  0  12848 62852992 231632 793772    0    0     0     0 2953 2369  3  0 97  0  0	
 2  0  12848 62852992 231632 793772    0    0     0     0 2969 2393  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  12848 62852992 231632 793776    0    0     0     0 3004 2385  3  0 97  0  0	
 1  0  12848 62853000 231632 793776    0    0     0     0 3039 2420  3  0 97  0  0	
 1  0  12848 62852992 231632 793784    0    0     0     0 3051 2476  3  0 97  0  0	
 1  0  12848 62853008 231632 793784    0    0     0     0 3025 2440  3  0 97  0  0	
 1  0  12848 62852880 231632 793792    0    0     0     0 3046 2419  3  0 97  0  0	
 1  0  12848 62852880 231632 793792    0    0     0     4 3034 2421  3  0 97  0  0	
 1  0  12848 62852756 231632 793800    0    0     0     0 3029 2408  3  0 97  0  0	
 1  0  12848 62852756 231632 793800    0    0     0     0 3042 2437  3  0 97  0  0	
 3  0  12848 62852748 231632 793804    0    0     0     0 2956 2368  3  0 97  0  0	
 2  0  12848 62852748 231632 793804    0    0     0    12 3038 2431  3  0 96  1  0	
 2  0  12848 62852748 231632 793812    0    0     0     4 3016 2404  3  0 97  0  0	
 1  0  12848 62852756 231632 793812    0    0     0     0 3046 2431  3  0 97  0  0	
 3  0  12848 62852756 231632 793820    0    0     0     0 3012 2385  3  0 97  0  0	
 1  0  12848 62852756 231632 793824    0    0     0     0 3038 2412  3  0 97  0  0	
 1  0  12848 62852748 231632 793832    0    0     0     0 3058 2449  3  0 97  0  0	
 2  0  12848 62852748 231632 793832    0    0     0     0 3010 2403  3  0 97  0  0	
 1  0  12848 62852748 231632 793836    0    0     0     0 2949 2362  3  0 97  0  0	
 1  0  12848 62852748 231632 793836    0    0     0    12 2975 2390  3  0 96  1  0	
 2  0  12848 62852748 231632 793840    0    0     0     0 2949 2361  3  0 97  0  0	
 2  0  12848 62852748 231632 793840    0    0     0     0 2968 2379  3  0 97  0  0	
 1  0  12848 62852748 231632 793844    0    0     0     0 2956 2361  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  12848 62852748 231632 793844    0    0     0     0 2967 2377  3  0 97  0  0	
 1  0  12848 62852748 231632 793852    0    0     0     0 3027 2392  3  0 97  0  0	
 1  0  12848 62852880 231632 793852    0    0     0    16 3024 2424  3  0 96  1  0	
 1  0  12848 62852888 231632 793860    0    0     0     0 3027 2391  3  0 97  0  0	
 1  0  12848 62852880 231632 793860    0    0     0     0 3028 2421  3  0 97  0  0	
 1  0  12848 62852880 231632 793868    0    0     0     0 3060 2483  3  0 97  0  0	
 1  0  12848 62852880 231632 793868    0    0     0     0 3015 2412  3  0 97  0  0	
 1  0  12848 62852880 231632 793872    0    0     0     0 3013 2378  3  0 97  0  0	
 4  0  12848 62852880 231632 793872    0    0     0     0 3024 2416  3  0 97  0  0	
 1  0  12848 62852880 231632 793880    0    0     0     0 3011 2383  3  0 97  0  0	
 1  0  12848 62853012 231632 793884    0    0     0     0 3024 2407  3  0 97  0  0	
 2  0  12848 62853012 231632 793896    0    0     0     0 2998 2363  3  0 97  0  0	
 1  0  12848 62853012 231632 793896    0    0     0     0 3044 2438  3  0 97  0  0	
 1  0  12848 62853012 231632 793900    0    0     0     0 3051 2408  3  0 97  0  0	
 2  0  12848 62853004 231632 793900    0    0     0     0 3062 2450  3  0 97  0  0	
 1  0  12848 62853004 231632 793904    0    0     0     0 2943 2360  3  0 97  0  0	
 2  0  12848 62852236 231632 793912    0    0     0    52 3241 2762  3  0 96  1  0	
 2  0  12848 62851864 231632 793916    0    0     0     0 3553 3565  3  0 97  0  0	
 3  0  12848 62852244 231632 793916    0    0     0     0 3574 3619  3  0 97  0  0	
 3  0  12848 62852244 231632 793928    0    0     0     0 3561 3570  3  0 97  0  0	
 2  0  12848 62852244 231632 793928    0    0     0     0 3830 4089  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  12848 62852244 231632 793932    0    0     0     0 3738 3942  3  0 97  0  0	
 2  0  12848 62852252 231632 793932    0    0     0     0 3238 2865  3  0 97  0  0	
 1  0  12848 62852492 231632 793940    0    0     0     0 3027 2392  3  0 97  0  0	
 1  0  12848 62852492 231632 793940    0    0     0     0 3157 2668  3  0 97  0  0	
 2  0  12848 62852492 231632 793944    0    0     0     0 2995 2441  3  0 97  0  0	
 2  0  12848 62852492 231632 793944    0    0     0     0 2994 2423  3  0 97  0  0	
 1  0  12848 62852560 231632 793952    0    0     0     0 3483 3433  3  0 97  0  0	
 2  0  12848 62852576 231632 793952    0    0     0     0 3061 2462  3  0 97  0  0	
 2  0  12848 62852596 231632 793964    0    0     0    28 3157 2669  3  0 97  0  0	
 1  0  12848 62852596 231632 793964    0    0     0     0 3028 2414  3  0 97  0  0	
 3  0  12848 62852596 231632 793972    0    0     0     0 3010 2383  3  0 97  0  0	
 1  0  12848 62852596 231632 793972    0    0     0    12 3034 2444  3  0 96  1  0	
 1  0  12848 62852464 231632 793972    0    0     0     0 3021 2393  3  0 97  0  0	
 2  0  12848 62852464 231632 793972    0    0     0     0 3017 2408  3  0 97  0  0	
 1  0  12848 62852464 231632 793980    0    0     0     0 2948 2364  3  0 97  0  0	
 3  0  12848 62852464 231632 793980    0    0     0     0 2948 2374  3  0 97  0  0	
 1  0  12848 62852464 231632 793988    0    0     0     0 3009 2397  3  0 97  0  0	
 1  0  12848 62852464 231632 793988    0    0     0     0 2941 2374  3  0 97  0  0	
