procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  12844 51927296 232820 648484    0    0     0     0 3151 2754  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  12844 51927296 232820 648488    0    0     0     0 3268 3016  3  0 97  0  0	
 1  0  12844 51927288 232820 648488    0    0     0     0 3772 3970  3  0 97  0  0	
 1  0  12844 51927288 232820 648488    0    0     0     0 3287 2987  3  0 97  0  0	
 3  0  12844 51927288 232820 648488    0    0     0     0 3035 2388  3  0 97  0  0	
 1  0  12844 51927288 232820 648488    0    0     0     0 3024 2434  3  0 97  0  0	
 3  0  12844 51927288 232820 648488    0    0     0     0 3003 2383  3  0 97  0  0	
 1  0  12844 51927296 232820 648488    0    0     0     0 3015 2410  3  0 97  0  0	
 3  0  12844 51927296 232820 648488    0    0     0     0 3081 2424  3  0 97  0  0	
 1  0  12844 51927296 232820 648492    0    0     0     0 3038 2471  3  0 97  0  0	
 1  0  12844 51927296 232820 648496    0    0     0     0 3022 2403  3  0 97  0  0	
 1  0  12844 51927296 232820 648496    0    0     0     0 3022 2446  3  0 97  0  0	
 1  0  12844 51927300 232820 648496    0    0     0     0 3013 2381  3  0 97  0  0	
 1  0  12844 51927424 232820 648496    0    0     0     0 3063 2524  3  0 97  0  0	
 3  0  12844 51927424 232820 648496    0    0     0     0 3016 2392  3  0 97  0  0	
 1  0  12844 51927432 232820 648496    0    0     0     0 3009 2458  3  0 97  0  0	
 3  0  12844 51927432 232820 648496    0    0     0     0 2998 2361  3  0 97  0  0	
 1  0  12844 51927432 232820 648500    0    0     0     0 3033 2479  3  0 97  0  0	
 3  0  12844 51927308 232820 648500    0    0     0     0 3117 2609  3  0 97  0  0	
 1  0  12844 51927308 232820 648500    0    0     0     0 3060 2494  3  0 97  0  0	
 3  0  12844 51927308 232820 648500    0    0     0     0 3015 2384  3  0 97  0  0	
 1  0  12844 51927308 232820 648500    0    0     0     0 3005 2427  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  12844 51927308 232820 648500    0    0     0     0 3264 2882  3  0 97  0  0	
 1  0  12844 51927308 232820 648500    0    0     0     0 3377 3183  3  0 97  0  0	
 1  0  12844 51927308 232820 648500    0    0     0    16 3131 2584  3  0 96  1  0	
 1  0  12844 51927308 232820 648500    0    0     0     0 3039 2443  3  0 97  0  0	
 1  0  12844 51927308 232820 648500    0    0     0     0 3006 2363  3  0 97  0  0	
 1  0  12844 51927316 232820 648500    0    0     0     0 3016 2436  3  0 97  0  0	
 1  0  12844 51927316 232820 648500    0    0     0     0 3056 2418  3  0 97  0  0	
 1  0  12844 51927316 232820 648500    0    0     0     0 3054 2456  3  0 97  0  0	
 1  0  12844 51927316 232820 648504    0    0     0     0 3027 2419  3  0 97  0  0	
 1  0  12844 51927316 232820 648504    0    0     0     0 3027 2428  3  0 97  0  0	
 1  0  12844 51927308 232820 648504    0    0     0     0 3001 2350  3  0 97  0  0	
 2  0  12844 51927308 232820 648504    0    0     0     0 3009 2424  3  0 97  0  0	
 1  0  12844 51927308 232820 648504    0    0     0     0 3001 2353  3  0 97  0  0	
 2  0  12844 51927308 232820 648508    0    0     0     0 3019 2422  3  0 97  0  0	
 1  0  12844 51927300 232820 648508    0    0     0     0 2990 2327  3  0 97  0  0	
 2  0  12844 51927300 232820 648508    0    0     0     0 3004 2411  3  0 97  0  0	
 1  0  12844 51927300 232820 648508    0    0     0     0 3006 2358  3  0 97  0  0	
 2  0  12844 51927300 232820 648508    0    0     0     0 3018 2419  3  0 97  0  0	
 1  0  12844 51927300 232820 648508    0    0     0     0 2993 2338  3  0 97  0  0	
 1  0  12844 51927300 232820 648508    0    0     0     0 3009 2425  3  0 97  0  0	
 1  0  12844 51927300 232820 648508    0    0     0     0 3014 2400  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  12844 51927304 232820 648508    0    0     0     0 3042 2438  3  0 97  0  0	
 1  0  12844 51927304 232820 648508    0    0     0     0 3005 2352  3  0 97  0  0	
 1  0  12844 51927312 232820 648508    0    0     0     0 3023 2432  3  0 97  0  0	
 1  0  12844 51927312 232820 648508    0    0     0     0 2997 2348  3  0 97  0  0	
 1  0  12844 51927320 232820 648508    0    0     0     0 3061 2527  3  0 97  0  0	
 1  0  12844 51927320 232820 648512    0    0     0     0 2970 2366  3  0 97  0  0	
 1  0  12844 51927320 232820 648512    0    0     0     0 3019 2446  3  0 97  0  0	
 3  0  12844 51927320 232820 648512    0    0     0     0 3026 2379  3  0 97  0  0	
 1  0  12844 51927312 232820 648512    0    0     0     0 3122 2647  3  0 97  0  0	
 1  0  12844 51927312 232820 648512    0    0     0     0 2992 2343  3  0 97  0  0	
 1  0  12844 51927188 232820 648520    0    0     0     0 3042 2444  3  0 97  0  0	
 1  0  12844 51927312 232820 648520    0    0     0     0 3007 2391  3  0 97  0  0	
 2  0  12844 51927312 232820 648520    0    0     0     0 3087 2528  3  0 97  0  0	
 1  0  12844 51927312 232820 648520    0    0     0     0 3000 2355  3  0 97  0  0	
 1  0  12844 51927308 232820 648520    0    0     0     0 3066 2546  3  0 97  0  0	
